item_a,item_name_a,item_b,item_name_b,co_occurrence_count,affinity_rank
102900011012871,Huanghuacai,102900011009970,Needle Mushroom (Box),24,2
102900011031735,Xiuzhen Mushroom,102900051004294,Fresh Sea (2),23,4
102900011011669,7 Colour Pepper (Bag),102900011032633,The White Mushroom (Bag),23,4
102900011035788,Yuxingcao ,106949711300259,Needle Mushroom (Box),23,5
102900011032589,Xixia Xianggu Mushroom (Bag),102900011013274,Green Line Pepper,23,1
102900011031216,Aihao,106949711300259,Agaricus Bisporus (Box),22,5
102900011026618,Ice Grass (Box),102900011034330,Needle Mushroom (Box),22,5
102900011021675,Chopped Red Pine,106949711300259,Needle Mushroom (Box),21,4
102900011015384,The Crab Flavor Mushroom (2),106971533455008,Millet Pepper (Bag),21,1
102900011032626,Jicai,106957634300010,Honghu Lotus Root Powder (Fenou),21,2
106956146480203,Apricot Bao Mushroom (Bag),102900011021842,The White Mushroom (Box),21,4
102900011008676,Malan Head,102900011030059,Yunnan Lettuce (Bag),21,3
102900011031599,Fresh Edible Fungus (2),102900011031100,Haixian Mushroom (Bag) (3),21,1
102900011008133,Yuxingcao ,102900051010455,Naibaicai,20,5
102900011021644,The White Mushroom (Box),102900051004294,Huangbaicai (2),20,2
106957634300010,Siguajian,106957634300058,Cabbage Stem (Bag),20,5
102900011032589,Round Eggplant,102900011034231,The Crab Flavor Mushroom (Box),20,4
102900011000335,Hongshan Caitai,102900011008164,High Melon (2),20,2
102900011027462,Jicai,102900011034026,Huangbaicai (2),19,4
102900011032282,Wild Pink Lotus Root,102900011021842,Yunnan Lettuce (Bag),19,2
102900011021644,The Crab Flavor Mushroom (2),106971533455008,Needle Mushroom (Box),19,5
102900011034705,Naibai Caimiao,102900011009277,Haixian Mushroom (Bag) (3),19,3
102900011032480,Hongshan Caitai,102900051010455,Water Chestnut,19,5
102900011008676,Xiangtianhongcaitai (Bag),102900011030059,Honghu Lotus Root Powder (Fenou),19,1
106956146480203,The Fungus Mushroom Hot Pot Package (Bag),106949711300259,Green Line Pepper,19,2
102900011018132,Artemisia Stelleriana,102900051004294,Zhijiang Qinggengsanhua,19,2
102900011031735,7 Colour Pepper (Bag),102900011009970,Green Line Pepper,18,3
102900011000632,Fresh Rice Dumplings Leaves,102900051004294,Haixian Mushroom (Bunch),18,1
102900011034354,Fresh Rice Dumplings Leaves,106971533455008,Needle Mushroom (Box),18,2
106958851400125,Haixian Mushroom (Bag) (4),102900051004294,Qinggengsanhua,18,2
102900011015384,Xianzongye (Bag) (1),102900051010455,Xiaoqingcai (1),18,1
106971533450003,Round Eggplant,102900051004294,Huangbaicai (2),18,3
102900011026502,Malan Head,102900011023464,Green Line Pepper,18,3
102900011026502,Purple Cabbage (1),106949711300259,Green Line Pepper,18,2
102900011000335,Haixian Mushroom (Bunch),106971533450003,Haixian Mushroom (Bag) (3),18,2
102900011034262,Round Eggplant (1),102900051004294,Green Line Pepper,17,1
102900011033999,Sophora Japonica,106949711300259,Needle Mushroom (Box),17,1
102900011021699,Agaricus Bisporus (Bag),106949711300259,Zhijiang Qinggengsanhua,17,2
102900011031841,Red Pepper (Bag),102900011034026,Green Line Pepper,17,3
102900011030608,The Steak Mushrooms,102900011034026,Zhijiang Qinggengsanhua,17,2
102900011032480,Artemisia Stelleriana,106949711300259,Needle Mushroom (Box),17,2
102900011033173,The Steak Mushrooms (Box),102900051004294,Needle Mushroom (Box),17,5
102900011035771,Round Eggplant (1),106930274220092,The Crab Flavor Mushroom (Bag),16,4
102900011033999,Yellow Baicai (1),102900051004294,Haixian Mushroom (Bag) (3),16,5
102900051009220,Chinese Caterpillar Fungus Flowers,102900011030059,Huangbaicai (2),16,2
102900051009336,Big Broccoli,102900011023464,Cabbage Stem (Bag),16,4
102900011008492,Youcaitai,102900011034231,Mushroom And Leaf Mix (Bag),16,3
102900005128748,Fresh Edible Fungus (2),102900011036068,Green Line Pepper,16,4
102900005128748,Huanghuacai,102900051010455,Yunnan Lettuce (Bag),16,5
102900011032626,Huanghuacai,106971533455008,Xiaoqingcai (1),16,3
102900011036242,Green And Red Jian Pepper Mix (Bag),102900011013274,Haixian Mushroom (Bunch),15,2
102900011036242,Green And Red Jian Pepper Mix (Bag),102900051010455,The White Mushroom (Bag),15,3
102900011036686,Sophora Japonica,102900011034330,The White Mushroom (Box),15,5
106949711300167,Muercai (Bag),102900011032633,Green Line Pepper,15,3
102900011026793,Black Chicken  Mushroom,102900051010455,Huangbaicai (2),15,4
102900011032626,Needle Mushroom (Bag) (2),102900011034026,Haixian Mushroom (Bag) (3),15,3
102900011032480,Apricot Bao Mushroom (250 G),102900051004294,Zhijiang Qinggengsanhua,15,1
102900011030608,The Steak Mushrooms (Box),102900051010455,Agaricus Bisporus (Box),15,5
102900011030608,Artemisia Stelleriana,106971533455008,Huangbaicai (2),15,4
102900011033173,The Steak Mushrooms (Box),106957634300010,Fresh Sea (2),15,3
102900011012871,Fresh Edible Fungus (2),106971533450003,Huangbaicai (2),15,2
102900011021675,Jigu (2),102900011008164,Honghu Lotus Root Powder (Fenou),14,2
102900011032640,Chopped Red Pine,102900011021842,Green Line Pepper,14,1
102900051006229,Lotus Root Tip,102900051004294,Xiaoqingcai (1),14,4
102900011021699,Zhimaxiancai,102900011023464,Naibaicai,14,5
102900011000632,Xixia Black Mushroom (2),102900011033944,Needle Mushroom (Bag) (2),14,1
102900011024010,Xianzongye (Bag) (1),102900011033982,Huangbaicai (2),14,3
102900011000632,Xiangtianhongcaitai (Bag),102900011000328,Green Line Pepper,14,1
102900011034354,The Steak Mushrooms,102900051010455,Huangbaicai (2),14,4
102900011033968,Fresh Lotus Root Zone (Bag),106958851400125,Cabbage Stem (Bag),14,5
102900011032282,Purple Cabbage (1),106971533455008,Haixian Mushroom (Bag) (3),14,5
102900005128748,Purple Cabbage (1),102900011034231,Haixian Mushroom (Bag) (4),14,5
102900011030608,Huanghuacai,102900051004294,Apricot Bao Mushroom (2),14,2
102900011032480,Artemisia Stelleriana,106949711300167,Eggplant (1),14,2
102900011034316,The Steak Mushrooms (Box),102900051010455,Luosi Pepper,14,2
102900011032640,Jigu (2),106957634300010,The White Mushroom (Box),13,4
102900011028407,Sophora Japonica,102900051010455,Huangbaicai (2),13,2
102900011035849,Apricot Bao Mushroom (Bag),106949711300167,Round Eggplant (2),13,5
102900011033081,Xianzongye,102900011032732,Green Line Pepper,13,3
102900011033081,Yuganjiao,102900051004294,Huangbaicai (2),13,2
102900011033081,Chuncai,102900051010455,Needle Mushroom (Bag) (2),13,1
102900011033173,Chuncai,102900051000463,Haixian Mushroom (Bag) (3),13,5
102900011034323,Chuncai,106971533455008,Needle Mushroom (Bag) (2),13,1
102900011031599,Chinese Cabbage Seedling,106949711300167,High Melon (2),13,3
102900011031735,7 Colour Pepper (Bag),102900011021842,Honghu Lotus Root,12,3
102900011036686,Green Hangjiao (1),106957634300010,Haixian Mushroom (Bag) (2),12,2
102900011034705,Muercai (Bag),102900011022764,Changxianqie,12,3
102900011032176,The Fungus Mushroom Hot Pot Package (Bag),106971533455008,Haixian Mushroom (Bag) (3),12,2
102900011008492,Big Broccoli,106930274620090,Honghu Lotus Root Powder (Fenou),12,1
102900005116905,Basil (Bag),102900051000944,The White Mushroom (Box),12,3
102900011024010,Sophora Japonica,102900011022764,Huangbaicai (2),11,2
102900011008492,Round Eggplant,102900051010455,Changxianqie,11,5
102900011032176,Chinese Cabbage Seedling,102900011033944,Huangbaicai (2),11,2
102900011032176,Basil (Bag),102900051010455,Haixian Mushroom (Bag) (3),11,3
102900011035849,Big Broccoli,106971533455008,Needle Mushroom (Bag) (2),11,4
102900011033173,Basil (Bag),102900011009970,Qinggengsanhua,11,3
102900011000335,Fresh Lotus Root Zone (Bag),106949711300167,Apricot Bao Mushroom (2),11,4
102900011032640,Purple Hot Peppers,106949711300259,Haixian Mushroom (Bag) (2),10,3
102900011032640,Juhua Youcai,106930274620090,Needle Mushroom (Bag) (2),10,2
102900011029275,Jigu (2),106949711300167,Cabbage Stem (Bag),10,2
102900011027615,Jigu (2),102900051004294,Green Line Pepper,10,2
102900011021699,Honghu Lotus (Lotus Root),102900011035078,Needle Mushroom (Box),10,2
102900011036068,Zhimaxiancai,102900051004294,Huangbaicai (2),10,3
102900011031841,Agaricus Bisporus (Bag),102900051010455,The White Mushroom (Box),10,5
102900011033968,Xixia Black Mushroom (2),102900051004294,Xiaozhoupi (Bag),10,4
102900011032282,Xianzongye,106949711300167,Green Line Pepper,10,4
102900011033081,Chuncai,106957634300010,Red Pepper (2),10,2
102900011015384,Malan Head,102900051010455,Green Line Pepper,10,4
102900011034569,Xiangtianhongcaitai (Bag),102900011032022,Needle Mushroom (Bag) (2),10,2
102900011034316,The Steak Mushrooms,102900051004294,Huangbaicai (2),10,1
102900011034323,Mushroom And Leaf Mix (Bag),102900011034231,Green Line Pepper,10,5
102900011027462,7 Colour Pepper (Bag),102900011008164,Needle Mushroom (Box),9,3
102900011027462,Honghu Lotus (Lotus Root),102900011016701,Naibaicai,9,3
102900011031735,Green Hangjiao (1),102900051000944,Wuhu Green Pepper (1),9,3
102900051010790,Zhimaxiancai,102900051000463,Powcan Mountain Chinese Cabbage ,9,3
102900011030400,Fresh Rice Dumplings Leaves,102900005125808,Needle Mushroom (Box),9,4
102900011030400,Purple Beicai,106949711300259,Changxianqie,9,1
102900011015384,Ganlanye,106971533455008,Needle Mushroom (Box),9,5
102900011034316,Round Eggplant,102900011033906,Millet Pepper,9,2
102900011026502,Naibai Caimiao,106949711300259,Round Eggplant (2),9,1
102900005116905,Naibai Caimiao,102900011022764,Honghu Lotus Root,9,5
102900011034569,Hongshan Shoutidai,102900051000944,Xiaozhoupi,9,4
102900011015391,Malan Head,102900011027479,Honghu Lotus Root,9,3
102900011000335,Hongshan Shoutidai,106949711300259,Haixian Mushroom (Bag) (3),9,4
102900011027462,Chopped Red Pine,102900011018095,Needle Mushroom (Bag) (3),8,4
102900011021675,Green Hangjiao (1),106930274220092,Huangbaicai (2),8,3
102900011021699,Green Hangjiao (1),102900051004294,Needle Mushroom (Bag) (2),8,1
102900011024010,Purple Beicai,102900051000944,Needle Mushroom (Box),8,4
102900011030417,Hongshan Gift Box,102900051010455,The Crab Flavor Mushroom (Bag),8,4
102900051010790,Green Caitai,106949711300068,Chinese Caterpillar Fungus Flowers (Bag),8,5
102900011035788,Black Chicken  Mushroom,106971533455008,Honghu Lotus Root,8,4
102900011031742,Xianzongye,106949711300259,Green Line Pepper,8,5
102900005116905,Xianzongye,102900011008164,Naibaicai,8,3
102900005116905,Naibai Caimiao,102900005118817,Spinach,8,4
102900011022924,The Steak Mushrooms,102900011030110,Haixian Mushroom (Bag) (4),8,1
102900011034323,Fresh Lotus Root Zone (Bag),106958851400125,Spinach (Bag),8,5
102900011034323,Xixia Xianggu Mushroom (Bag),106949711300167,Haixian Mushroom (Bag) (3),8,3
102900011012871,Bell Pepper (Bag),106949711300259,Needle Mushroom (Box),8,5
102900011029275,Chopped Red Pine,106958851400125,Honghu Lotus Root,7,3
102900011021675,Purple Hot Peppers,102900011030059,Powcan Mountain Chinese Cabbage ,7,1
102900011031841,The Crab Flavor Mushroom (2),106958851400125,Needle Mushroom (Box),7,4
102900011034354,Wild Pink Lotus Root,102900011030097,Cabbage Stem (Bag),7,3
102900011031759,Xianzongye (Bag) (1),102900011033906,Yunnan Lettuce (Bag),7,3
102900011033968,Agaricus Bisporus (Bag),106949711300259,Haixian Mushroom (Bag) (4),7,5
102900011018132,Xixia Black Mushroom (2),102900011034231,Yunnan Leaf Lettuce (Bag),7,2
106956146480203,Red Bell Pepper (Bag),102900051000944,Haixian Mushroom (Bag) (4),7,4
102900011034538,Round Eggplant (1),102900051000463,Needle Mushroom (Bag) (3),6,5
102900011011058,Chopped Red Pine,106949711300068,Purple Beicai,6,5
102900011027615,Juhua Youcai,102900051010790,Xiaozhoupi (Bag),6,4
102900011021675,Fresh Rice Dumplings Leaves,102900051004294,Haixian Mushroom (Bunch),6,2
102900011033999,Agaricus Bisporus (Bag),106958851400125,Zhijiang Qinggengsanhua,6,5
102900011021699,Purple Beicai,102900051000944,Haixian Mushroom (Bag) (3),6,4
102900051009220,Shuanggou Cabbage,102900011032251,Yellow Baicai (1),6,5
102900051010790,Hongshan Gift Box,106949711300167,Needle Mushroom (Bag) (2),6,1
102900011029688,Agaricus Bisporus (Bag),102900051004294,Round Eggplant (2),6,4
102900011031841,Xixia Black Mushroom (2),102900011031100,Green Line Pepper,6,4
102900011031841,Black Chicken  Mushroom,102900011034224,Millet Pepper (Bag),6,5
102900011030417,Black Porcini,102900011032251,Xiaoqingcai (Bag),6,3
102900011033968,Black Mushroom (Bag),102900011032022,Luosi Pepper (Bag),6,4
102900011030400,Hongshan Shoutidai,102900011035078,Haixian Mushroom (Bag) (4),6,5
102900011030400,Hongshan Shoutidai,106949711300167,Red Pepper (2),6,2
102900011030400,Hongshan Shoutidai,106971533450003,Needle Mushroom (Box),6,4
102900011032176,Basil (Bag),106971533455008,Huangbaicai (2),6,5
102900011026793,Youcaitai,102900011035771,Needle Mushroom (Bag) (2),6,3
102900011026502,The Steak Mushrooms,102900011034026,Honghu Lotus Root,6,1
102900011012871,Apricot Bao Mushroom (250 G),106949711300259,Green Line Pepper,6,1
102900011011058,Purple Hot Peppers,102900011034330,Haixian Mushroom (Bag) (3),5,1
102900011031858,Chicken Fir Bacteria,106949711300259,Millet Pepper (Bag),5,3
102900011031858,7 Colour Pepper (Bag),102900011016701,Luosi Pepper (Bag),5,4
102900011011058,Hongshan Gift Box,106971533455008,Huangbaicai (2),5,5
102900011031735,Hongshan Gift Box,102900051004294,Wuhu Green Pepper (1),5,4
102900011029275,Xixia Black Mushroom (2),102900051010455,Agaricus Bisporus (Box),5,5
102900011010563,Velvet Antler Mushroom (Box),102900051010455,Needle Mushroom (Box),5,1
102900011032114,Hericium ,102900011032213,Red Hang Pepper (Bag),5,5
102900011033968,Xianzongye,102900051000463,Round Eggplant (2),5,1
102900011030417,Needle Mushroom (Bag),102900051010455,Huangbaicai (2),5,5
102900011030417,Needle Mushroom (Bag),102900011032251,Yunnan Lettuce (Bag),5,3
102900011032176,Black Porcini,102900011031100,Powcan Mountain Chinese Cabbage ,5,1
102900011035849,Black Porcini,102900011030059,Huangbaicai (2),5,2
102900011008577,Basil (Bag),102900051010455,Huangbaicai (2),5,1
102900011034323,Chinese Cabbage Seedling,102900051010455,Huangbaicai (2),5,3
102900011036266,Water Chestnut (Bag),102900011033906,Green Line Pepper,5,2
102900011031858,Round Eggplant (1),102900011031100,Green Line Pepper,4,2
102900011011058,Juhua Youcai,102900051004294,Millet Pepper (Bag),4,1
102900011031858,The Pork Stomach Mushroom (Box),106971533455008,Xiaoqingcai (Bag),4,5
102900011011058,Purple Hot Peppers,102900051000944,Green Line Pepper,4,2
102900011010563,Chicken Fir Bacteria,106958851400125,Haixian Mushroom (Bag) (3),4,2
102900011027615,Chicken Fir Bacteria,102900011011546,Honghu Lotus Root,4,3
102900011030615,Chicken Fir Bacteria,102900051000463,Needle Mushroom (2),4,5
102900011010563,Chicken Fir Bacteria,102900051004294,Honghu Lotus Root,4,5
102900011010563,The Pork Stomach Mushroom (Box),102900051010455,Haixian Mushroom (Bag) (4),4,5
102900011030615,Fresh Rice Dumplings Leaves,102900051000463,Xixia Xianggu Mushroom (2),4,2
102900011029275,The White Mushroom (Box),106949711300167,Huangxincai (2),4,3
102900011033999,Hongshan Gift Box,102900011031100,Zhijiang Qinggengsanhua,4,5
102900011010563,Haixian Mushroom (Bag) (4),102900051009336,Cabbage Stem (Bag),4,5
102900011030561,Red Bell Pepper (Bag),102900051010455,Red Pepper (2),4,4
102900011032114,Needle Mushroom (Bag),102900011033937,Round Eggplant (2),4,2
106958851400125,Needle Mushroom (Bag),102900051000944,Green Line Pepper,4,4
102900011031759,Black Porcini,106971533455008,Haixian Mushroom (Bag) (1),4,2
102900011030417,Black Porcini,102900011032619,Chinese Caterpillar Fungus Flowers,4,1
102900011008492,Big Broccoli,102900011034231,Round Eggplant (2),4,4
102900011033081,Chuncai,102900051004294,Millet Pepper (Bag),4,5
106930274620090,Water Chestnut (Bag),102900011034231,Needle Mushroom (Bag) (2),4,3
102900011026502,Chopped Red Pine (Box),102900011016701,Huangbaicai (2),4,4
106957634300010,Haixian Mushroom (Bag) (2),102900011033920,Haixian Mushroom (Bag) (3),4,4
102900011031858,Black Chicken Fir Bacteria (Box),102900051010455,Purple Beicai,3,1
106930274220092,The Crab Flavor Mushroom (Bag),102900011031100,Millet Pepper (Bag),3,4
106931885000356,Needle Mushroom (Bag),102900051010790,Huangbaicai (2),3,1
102900011024010,Embroidered Aureus (Bag),102900051004294,Xiaoqingcai (Bag),3,2
102900011030622,Black Porcini (Box),106956146480203,The Crab Flavor Mushroom (2),3,5
102900011031742,Fresh Lotus Root Zone (Bag),102900011032244,Haixian Mushroom (Bag) (3),3,3
102900011030639,Bell Pepper (Bag),106971533455008,Green Line Pepper,3,1
102900011030615,Juhua Youcai,102900051004294,Haixian Mushroom (Bag) (4),2,3
102900011027615,The Pork Stomach Mushroom (Box),106949711300167,Needle Mushroom (Box),2,3
102900011030561,Honghu Lotus (Lotus Root),102900051004294,Needle Mushroom (Bag) (2),2,2
102900011032114,Red Bell Pepper (Bag),102900051010455,Haixian Mushroom (Bag) (4),2,2
102900011030561,Red Bell Pepper (Bag),106949711300167,Round Eggplant (2),2,5
102900011030622,Shuanggou Cabbage,102900011031100,Haixian Mushroom (Bunch),2,4
102900011031759,Red Bell Pepper (Bag),106958851400125,Haixian Mushroom (Bag) (3),2,3
102900011031759,Muercai (Bag),106949711300259,Huangbaicai (2),2,2
102900011031759,Hericium ,106949711300167,Needle Mushroom (Bag) (2),2,4
102900011029688,Black Chicken Fir Bacteria (Box),106958851400125,Needle Mushroom (Bag) (2),2,5
102900011036686,Black Chicken Fir Bacteria (Box),102900051000463,Green Line Pepper,2,4
102900011034705,Black Chicken Fir Bacteria (Box),106958851400125,Needle Mushroom (Bag) (2),2,3
102900011034705,Green Butter,106949711300167,Millet Pepper (Bag),2,4
102900011026793,Green Butter,102900051000463,Green Line Pepper,2,3
102900011026793,The Fungus Mushroom Hot Pot Package (Bag),102900051004294,Huangbaicai (2),2,2
102900011033531,The Fungus Mushroom Hot Pot Package (Bag),102900011033562,Xixia Xianggu Mushroom (Bag),2,1
102900011026793,Black Porcini (Box),102900011033586,Red Pepper (2),2,2
102900011033531,Water Chestnut (Bag),106949711300068,Hfyg Haixian Mushroom (Bunch),2,2
102900011033531,Chopped Red Pine (Box),106973990980123,Haixian Mushroom (Bag) (4),2,1
102900011023075,Chopped Red Pine (Box),106958851400125,Huangbaicai (2),2,2
102900011031742,Bell Pepper (Bag),102900051010455,Haixian Mushroom (Bag) (4),2,3
102900011034569,Red Coral (Leaf),102900011035078,Round Eggplant (2),2,1
102900011008577,Red Coral (Leaf),102900011035788,Needle Mushroom (Bag) (2),2,3
102900011030639,Red Coral (Leaf),106971533455008,Red Oak Leaf,2,3
102900011030639,Apricot Bao Mushroom (250 G),102900051000463,Green Butter,2,4
102900011030639,Apricot Bao Mushroom (250 G),106949711300167,Green Line Pepper,2,5
102900011033586,White Jelly Mushroom,106971533450003,Needle Mushroom (Bag) (3),2,5
102900011033586,Apricot Bao Mushroom (250 G),102900051010455,Round Eggplant (2),2,3
106930274220092,The Pork Stomach Mushroom (Box),102900051004294,Haixian Mushroom (Bag) (4),1,5
106931885000356,The Pork Stomach Mushroom (Box),106949711300068,Needle Mushroom (Bag) (2),1,4
102900011034538,Purple Hot Peppers,106958851400125,Bell Pepper (2),1,4
102900011034538,Green And Red Jian Pepper Mix (Bag),102900011008676,Green Line Pepper,1,5
102900051000890,Lotus Root Tip,102900011030110,The Steak Mushrooms (Box),1,5
102900051000890,Purple Cabbage (2),102900011009246,Xiaozhoupi (Bag),1,1
106949711300068,Purple Cabbage (2),102900011031599,Round Eggplant (2),1,5
102900011029275,Zhimaxiancai,106930274620090,Huangbaicai (2),1,2
102900011036242,Haixian Mushroom (Bag) (3),102900011032244,Xiaoqingcai (1),1,3
102900051006229,Embroidered Aureus,102900011032350,Xiangtianhongcaitai (Bag),1,3
102900011030615,Muercai (Bag),102900051004294,Xianzongye (Bag) (3),1,4
102900011030615,Fruit Pepper (Orange),102900011030608,Wuhu Green Pepper (1),1,5
102900011033913,Fruit Pepper (Orange),106958851400125,Needle Mushroom (Bag) (3),1,4
102900011033913,Fruit Pepper (Orange),102900051010455,Green Line Pepper,1,1
102900011030561,Fruit Pepper (Orange),106949711300167,Fresh Black Fungus (1),1,1
102900011030561,Shuanggou Cabbage,102900051010455,Haixian Mushroom (Bag) (4),1,5
102900011024010,Fruit Pepper (Orange),102900011031759,Haixian Mushroom (Bag) (2),1,5
102900011032114,Black Chicken Fir Bacteria (Box),106973990980123,Jicai,1,5
102900011032114,Ganlanye,106949711300068,Haixian Mushroom (Bag) (4),1,2
102900011009772,Ganlanye,102900051000944,Haixian Mushroom (Bag) (4),1,3
102900011009772,Ganlanye,106971533455008,Green And Red Jian Pepper Mix (Bag),1,4
102900011009772,Hericium ,102900011033920,Net Lotus Root (3),1,5
102900011009772,Hericium ,102900051000463,Needle Mushroom (Bag) (3),1,4
102900011009772,Hericium ,102900011031599,Honghu Lotus Root,1,3
102900011036686,Velvet Antler Mushroom (Box),102900011030639,Hfyg Haixian Mushroom (Bunch),1,2
102900011029688,Black Mushroom (Bag),102900051010455,Needle Mushroom (Bag) (2),1,4
102900011035849,Broccoli,102900051009336,Chinese Caterpillar Fungus Flowers (Box) (2),1,2
102900011034705,Embroidered Aureus (Bag),102900011035511,Red Pepper (2),1,4
102900011023075,Black Mushroom (Bag),102900011036242,Haixian Mushroom (Bag) (2),1,5
102900011031742,The Crab Flavor Mushroom (Bag),106949711300167,Honghu Lotus Root,1,2
102900011031742,Broccoli,106972776821582,Huangbaicai (2),1,1
102900011033531,Needle Mushroom (Bag) (3),102900011032022,Needle Mushroom (Bag) (2),1,5
102900011034316,Chinese Cabbage Seedling,102900051010455,Haixian Mushroom (Bag) (4),1,3
106931885000035,The Fungus Mushroom Hot Pot Package (Bag),102900011023464,Apricot Bao Mushroom (Bag),1,5
106971533455008,Water Chestnut (Bag),102900011016701,Huangxincai (2),1,4
102900011008577,Chopped Red Pine (Box),106973223300667,Haixian Mushroom (Bag) (3),1,4
102900011008577,Chopped Red Pine (Box),102900011032282,Round Eggplant (2),1,3
102900011008577,Fresh Lotus Root Zone (Bag),106949711300167,Huangbaicai (2),1,2
102900011015391,Water Chestnut (Bag),102900011031100,Chinese Caterpillar Fungus Flowers,1,3
102900011015391,Bell Pepper (Bag),106930274620090,Red Bell Pepper (Bag),1,1
102900011036266,Bell Pepper (Bag),102900011035078,Xiaozhoupi (Bag),1,2
102900011030639,Red Coral (Leaf),102900051000944,Needle Mushroom (Bag) (2),1,4
102900011015391,White Jelly Mushroom,102900051010455,Huangbaicai (2),1,2
